Website URL,Cookie Names,Domain,Host,Purpose,Description,Cookie URL,Is Secure,Is HTTP only?,Path
https://cookiepedia.co.uk/host/mailchimp.com,_sm_au_d,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/_sm_au_d,No,No,/ 
https://cookiepedia.co.uk/host/mailchimp.com,fbs_518ac8541a1a94755e4ce22d57b006a0,Unknown,Unknown,Targeting/Advertising,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/fbs_518ac8541a1a94755e4ce22d57b006a0,No,No,/ 
https://cookiepedia.co.uk/host/mailchimp.com,kvcd,Unknown,Unknown,Targeting/Advertising,Social Media sharing tracking cookie.,https://cookiepedia.co.uk/cookies/kvcd,No,No,/ 
https://cookiepedia.co.uk/host/klaviyo.com,__cf_bm,Unknown,Unknown,Unknown,No Resources Found,https://cookiepedia.co.uk/cookies/__cf_bm,Yes,Yes,/ 
https://cookiepedia.co.uk/host/klaviyo.com,__cfduid,https://www.cloudflare.com/,CloudFlare,Unknown,"Cookie associated with sites using CloudFlare, used to speed up page load times. According to CloudFlare it is used to override any security restrictions based on the IP address the visitor is coming from. It does not contain any user identification information.    ",https://cookiepedia.co.uk/cookies/__cfduid,No,Yes,/ 
https://cookiepedia.co.uk/host/klaviyo.com,csrftoken,Unknown,Unknown,Unknown,This cookie is associated with the Django web development platform for Python. It is designed to help protect a site against at particular type of software attack on web forms.,https://cookiepedia.co.uk/cookies/csrftoken,No,No,/ 
https://cookiepedia.co.uk/host/klaviyo.com,kl_csrftoken,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/kl_csrftoken,Yes,No,/ 
https://cookiepedia.co.uk/host/klaviyo.com,klaPages,Unknown,Unknown,Unknown,"There is not yet any general information about this cookie based on its name only. If you have any information about this cookie, please get in touch.",https://cookiepedia.co.uk/cookies/klaPages,No,No,/ 
https://cookiepedia.co.uk/host/klaviyo.com,OptanonAlertBoxClosed,https://www.onetrust.com/,OneTrust,Unknown,This cookie is set by websites using certain versions of the cookie law compliance solution from OneTrust.  It is set after visitors have seen a cookie information notice and in some cases only when they actively close the notice down.  It enables the website not to show the message more than once to a user.  The cookie has a one year lifespan and contains no personal information.,https://cookiepedia.co.uk/cookies/OptanonAlertBoxClosed,No,No,/ 
https://cookiepedia.co.uk/host/klaviyo.com,OptanonConsent,https://www.onetrust.com/,OneTrust,Unknown,"This cookie is set by the cookie compliance solution from OneTrust. It stores information about the categories of cookies the site uses and whether visitors have given or withdrawn consent for the use of each category. This enables site owners to prevent cookies in each category from being set in the users browser, when consent is not given. The cookie has a normal lifespan of one year, so that returning visitors to the site will have their preferences remembered. It contains no information that can identify the site visitor.",https://cookiepedia.co.uk/cookies/OptanonConsent,No,No,/ 
https://cookiepedia.co.uk/host/klaviyo.com,visid_incap_XXXXXX,Unknown,Unknown,Unknown,No Resources Found,https://cookiepedia.co.uk/cookies/visid_incap_XXXXXX,No,Yes,/ 
https://cookiepedia.co.uk/host/klaviyo.com,incap_ses_*,Unknown,Unknown,Unknown,No Resources Found,https://cookiepedia.co.uk/cookies/incap_ses_*,No,No,/ 
https://cookiepedia.co.uk/host/klaviyo.com,nlbi_XXXXXXX,Unknown,Unknown,Unknown,No Resources Found,https://cookiepedia.co.uk/cookies/nlbi_XXXXXXX,No,No,/ 
